
---------- Begin Simulation Statistics ----------
simSeconds                                   0.229172                       # Number of seconds simulated (Second)
simTicks                                 229172038000                       # Number of ticks simulated (Tick)
finalTick                                229172038000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    623.92                       # Real time elapsed on the host (Second)
hostTickRate                                367308801                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     698764                       # Number of bytes of host memory used (Byte)
simInsts                                     39999658                       # Number of instructions simulated (Count)
simOps                                       55111982                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    64110                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      88332                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       458344077                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                             22.917204                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              0.043635                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       30460157                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                     103                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      30453989                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                    86                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             2904031                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          1083892                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                 61                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          458300589                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              0.066450                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             0.457498                       # Number of insts issued each cycle (Count)
system.mem_ctrls.readPktSize::1                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::2                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::3                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::4                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::5                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::6               4970724                       # Read request sizes (log2) (Count)
system.mem_ctrls.writePktSize::0                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::1                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::2                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::3                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::4                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::5                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::6              4951770                       # Write request sizes (log2) (Count)
system.mem_ctrls.rdQLenPdf::0                 3346261                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::1                 1623967                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::2                     269                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::3                     134                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::4                      58                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::5                      22                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::6                      12                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::7                       1                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::8                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::9                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::10                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::11                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::12                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::13                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::14                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::15                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::16                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::17                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::18                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::19                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::20                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::21                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::22                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::23                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::24                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::25                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::26                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::27                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::28                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::29                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::30                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::31                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::0                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::1                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::2                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::3                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::4                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::5                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::6                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::7                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::8                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::9                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::10                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::11                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::12                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::13                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::14                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::15                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::16                      9                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::17                   7188                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::18                 308364                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::19                 311072                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::20                 309484                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::21                 309480                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::22                 316708                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::23                 343389                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::24                 324527                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::25                 349738                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::26                 311749                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::27                 309488                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::28                 326546                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::29                 457297                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::30                 313439                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::31                 342659                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::32                 309482                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::33                   1135                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::34                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::35                      0                       # What write queue length does an incoming req see (Count)
